relative_path,class_name,label
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1039.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1069.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1075.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1088.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_109.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1092.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1093.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1134.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1146.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1149.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1158.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1162.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1167.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1243.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1247.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1256.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1271.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1272.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1273.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1293.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1295.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1305.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1311.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1315.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1318.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1325.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1347.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1360.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1370.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_138.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1380.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1388.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1389.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1404.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1432.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1443.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1449.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1457.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1465.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1466.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1487.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1493.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1522.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1531.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1542.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1547.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1566.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_157.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1612.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1615.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_162.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1634.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1653.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1679.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_168.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1688.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1693.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1709.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1712.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1720.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1724.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1727.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1730.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1747.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_175.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1754.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1756.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_177.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1772.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1785.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1787.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1796.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1797.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1833.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1835.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1854.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1870.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1888.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1905.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1931.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1950.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_1980.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_200.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_201.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_2055.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_2093.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_2111.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_2132.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_2140.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_2143.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_216.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_2185.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_2189.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_2201.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_2203.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_2215.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_2249.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_2260.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_2262.jpg,AnnualCrop,0
datasets/eurosat/EuroSAT_RGB/AnnualCrop/AnnualCrop_2319.jpg,AnnualCrop,0
