image_id,relative_path,class_id,label,class_name,species,breed_id,official_split
Abyssinian_10,datasets/oxford_pets/images/Abyssinian_10.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_105,datasets/oxford_pets/images/Abyssinian_105.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_111,datasets/oxford_pets/images/Abyssinian_111.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_114,datasets/oxford_pets/images/Abyssinian_114.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_120,datasets/oxford_pets/images/Abyssinian_120.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_125,datasets/oxford_pets/images/Abyssinian_125.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_131,datasets/oxford_pets/images/Abyssinian_131.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_133,datasets/oxford_pets/images/Abyssinian_133.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_135,datasets/oxford_pets/images/Abyssinian_135.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_137,datasets/oxford_pets/images/Abyssinian_137.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_139,datasets/oxford_pets/images/Abyssinian_139.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_153,datasets/oxford_pets/images/Abyssinian_153.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_177,datasets/oxford_pets/images/Abyssinian_177.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_178,datasets/oxford_pets/images/Abyssinian_178.jpg,1,0,Abyssinian,1,1,trainval
Abyssinian_180,datasets/oxford_pets/images/Abyssinian_180.jpg,1,0,Abyssinian,1,1,trainval
Bengal_10,datasets/oxford_pets/images/Bengal_10.jpg,6,5,Bengal,1,2,trainval
Bengal_104,datasets/oxford_pets/images/Bengal_104.jpg,6,5,Bengal,1,2,trainval
Bengal_112,datasets/oxford_pets/images/Bengal_112.jpg,6,5,Bengal,1,2,trainval
Bengal_114,datasets/oxford_pets/images/Bengal_114.jpg,6,5,Bengal,1,2,trainval
Bengal_120,datasets/oxford_pets/images/Bengal_120.jpg,6,5,Bengal,1,2,trainval
Bengal_125,datasets/oxford_pets/images/Bengal_125.jpg,6,5,Bengal,1,2,trainval
Bengal_134,datasets/oxford_pets/images/Bengal_134.jpg,6,5,Bengal,1,2,trainval
Bengal_136,datasets/oxford_pets/images/Bengal_136.jpg,6,5,Bengal,1,2,trainval
Bengal_137,datasets/oxford_pets/images/Bengal_137.jpg,6,5,Bengal,1,2,trainval
Bengal_139,datasets/oxford_pets/images/Bengal_139.jpg,6,5,Bengal,1,2,trainval
Bengal_140,datasets/oxford_pets/images/Bengal_140.jpg,6,5,Bengal,1,2,trainval
Bengal_155,datasets/oxford_pets/images/Bengal_155.jpg,6,5,Bengal,1,2,trainval
Bengal_176,datasets/oxford_pets/images/Bengal_176.jpg,6,5,Bengal,1,2,trainval
Bengal_177,datasets/oxford_pets/images/Bengal_177.jpg,6,5,Bengal,1,2,trainval
Bengal_18,datasets/oxford_pets/images/Bengal_18.jpg,6,5,Bengal,1,2,trainval
Birman_10,datasets/oxford_pets/images/Birman_10.jpg,7,6,Birman,1,3,trainval
Birman_104,datasets/oxford_pets/images/Birman_104.jpg,7,6,Birman,1,3,trainval
Birman_11,datasets/oxford_pets/images/Birman_11.jpg,7,6,Birman,1,3,trainval
Birman_112,datasets/oxford_pets/images/Birman_112.jpg,7,6,Birman,1,3,trainval
Birman_12,datasets/oxford_pets/images/Birman_12.jpg,7,6,Birman,1,3,trainval
Birman_123,datasets/oxford_pets/images/Birman_123.jpg,7,6,Birman,1,3,trainval
Birman_13,datasets/oxford_pets/images/Birman_13.jpg,7,6,Birman,1,3,trainval
Birman_131,datasets/oxford_pets/images/Birman_131.jpg,7,6,Birman,1,3,trainval
Birman_133,datasets/oxford_pets/images/Birman_133.jpg,7,6,Birman,1,3,trainval
Birman_136,datasets/oxford_pets/images/Birman_136.jpg,7,6,Birman,1,3,trainval
Birman_138,datasets/oxford_pets/images/Birman_138.jpg,7,6,Birman,1,3,trainval
Birman_153,datasets/oxford_pets/images/Birman_153.jpg,7,6,Birman,1,3,trainval
Birman_175,datasets/oxford_pets/images/Birman_175.jpg,7,6,Birman,1,3,trainval
Birman_176,datasets/oxford_pets/images/Birman_176.jpg,7,6,Birman,1,3,trainval
Birman_179,datasets/oxford_pets/images/Birman_179.jpg,7,6,Birman,1,3,trainval
Bombay_1,datasets/oxford_pets/images/Bombay_1.jpg,8,7,Bombay,1,4,trainval
Bombay_106,datasets/oxford_pets/images/Bombay_106.jpg,8,7,Bombay,1,4,trainval
Bombay_112,datasets/oxford_pets/images/Bombay_112.jpg,8,7,Bombay,1,4,trainval
Bombay_114,datasets/oxford_pets/images/Bombay_114.jpg,8,7,Bombay,1,4,trainval
Bombay_121,datasets/oxford_pets/images/Bombay_121.jpg,8,7,Bombay,1,4,trainval
Bombay_134,datasets/oxford_pets/images/Bombay_134.jpg,8,7,Bombay,1,4,trainval
Bombay_140,datasets/oxford_pets/images/Bombay_140.jpg,8,7,Bombay,1,4,trainval
Bombay_153,datasets/oxford_pets/images/Bombay_153.jpg,8,7,Bombay,1,4,trainval
Bombay_156,datasets/oxford_pets/images/Bombay_156.jpg,8,7,Bombay,1,4,trainval
Bombay_16,datasets/oxford_pets/images/Bombay_16.jpg,8,7,Bombay,1,4,trainval
Bombay_164,datasets/oxford_pets/images/Bombay_164.jpg,8,7,Bombay,1,4,trainval
Bombay_170,datasets/oxford_pets/images/Bombay_170.jpg,8,7,Bombay,1,4,trainval
Bombay_179,datasets/oxford_pets/images/Bombay_179.jpg,8,7,Bombay,1,4,trainval
Bombay_180,datasets/oxford_pets/images/Bombay_180.jpg,8,7,Bombay,1,4,trainval
Bombay_191,datasets/oxford_pets/images/Bombay_191.jpg,8,7,Bombay,1,4,trainval
British_Shorthair_10,datasets/oxford_pets/images/British_Shorthair_10.jpg,10,9,British_Shorthair,1,5,trainval
British_Shorthair_104,datasets/oxford_pets/images/British_Shorthair_104.jpg,10,9,British_Shorthair,1,5,trainval
British_Shorthair_111,datasets/oxford_pets/images/British_Shorthair_111.jpg,10,9,British_Shorthair,1,5,trainval
British_Shorthair_113,datasets/oxford_pets/images/British_Shorthair_113.jpg,10,9,British_Shorthair,1,5,trainval
British_Shorthair_121,datasets/oxford_pets/images/British_Shorthair_121.jpg,10,9,British_Shorthair,1,5,trainval
British_Shorthair_127,datasets/oxford_pets/images/British_Shorthair_127.jpg,10,9,British_Shorthair,1,5,trainval
British_Shorthair_136,datasets/oxford_pets/images/British_Shorthair_136.jpg,10,9,British_Shorthair,1,5,trainval
British_Shorthair_139,datasets/oxford_pets/images/British_Shorthair_139.jpg,10,9,British_Shorthair,1,5,trainval
British_Shorthair_140,datasets/oxford_pets/images/British_Shorthair_140.jpg,10,9,British_Shorthair,1,5,trainval
British_Shorthair_144,datasets/oxford_pets/images/British_Shorthair_144.jpg,10,9,British_Shorthair,1,5,trainval
British_Shorthair_148,datasets/oxford_pets/images/British_Shorthair_148.jpg,10,9,British_Shorthair,1,5,trainval
British_Shorthair_169,datasets/oxford_pets/images/British_Shorthair_169.jpg,10,9,British_Shorthair,1,5,trainval
British_Shorthair_188,datasets/oxford_pets/images/British_Shorthair_188.jpg,10,9,British_Shorthair,1,5,trainval
British_Shorthair_190,datasets/oxford_pets/images/British_Shorthair_190.jpg,10,9,British_Shorthair,1,5,trainval
British_Shorthair_196,datasets/oxford_pets/images/British_Shorthair_196.jpg,10,9,British_Shorthair,1,5,trainval
Egyptian_Mau_101,datasets/oxford_pets/images/Egyptian_Mau_101.jpg,12,11,Egyptian_Mau,1,6,trainval
Egyptian_Mau_106,datasets/oxford_pets/images/Egyptian_Mau_106.jpg,12,11,Egyptian_Mau,1,6,trainval
Egyptian_Mau_107,datasets/oxford_pets/images/Egyptian_Mau_107.jpg,12,11,Egyptian_Mau,1,6,trainval
Egyptian_Mau_111,datasets/oxford_pets/images/Egyptian_Mau_111.jpg,12,11,Egyptian_Mau,1,6,trainval
Egyptian_Mau_112,datasets/oxford_pets/images/Egyptian_Mau_112.jpg,12,11,Egyptian_Mau,1,6,trainval
Egyptian_Mau_114,datasets/oxford_pets/images/Egyptian_Mau_114.jpg,12,11,Egyptian_Mau,1,6,trainval
Egyptian_Mau_121,datasets/oxford_pets/images/Egyptian_Mau_121.jpg,12,11,Egyptian_Mau,1,6,trainval
Egyptian_Mau_138,datasets/oxford_pets/images/Egyptian_Mau_138.jpg,12,11,Egyptian_Mau,1,6,trainval
Egyptian_Mau_142,datasets/oxford_pets/images/Egyptian_Mau_142.jpg,12,11,Egyptian_Mau,1,6,trainval
Egyptian_Mau_147,datasets/oxford_pets/images/Egyptian_Mau_147.jpg,12,11,Egyptian_Mau,1,6,trainval
Egyptian_Mau_161,datasets/oxford_pets/images/Egyptian_Mau_161.jpg,12,11,Egyptian_Mau,1,6,trainval
Egyptian_Mau_176,datasets/oxford_pets/images/Egyptian_Mau_176.jpg,12,11,Egyptian_Mau,1,6,trainval
Egyptian_Mau_186,datasets/oxford_pets/images/Egyptian_Mau_186.jpg,12,11,Egyptian_Mau,1,6,trainval
Egyptian_Mau_188,datasets/oxford_pets/images/Egyptian_Mau_188.jpg,12,11,Egyptian_Mau,1,6,trainval
Egyptian_Mau_197,datasets/oxford_pets/images/Egyptian_Mau_197.jpg,12,11,Egyptian_Mau,1,6,trainval
Maine_Coon_1,datasets/oxford_pets/images/Maine_Coon_1.jpg,21,20,Maine_Coon,1,7,trainval
Maine_Coon_103,datasets/oxford_pets/images/Maine_Coon_103.jpg,21,20,Maine_Coon,1,7,trainval
Maine_Coon_110,datasets/oxford_pets/images/Maine_Coon_110.jpg,21,20,Maine_Coon,1,7,trainval
Maine_Coon_112,datasets/oxford_pets/images/Maine_Coon_112.jpg,21,20,Maine_Coon,1,7,trainval
Maine_Coon_123,datasets/oxford_pets/images/Maine_Coon_123.jpg,21,20,Maine_Coon,1,7,trainval
Maine_Coon_129,datasets/oxford_pets/images/Maine_Coon_129.jpg,21,20,Maine_Coon,1,7,trainval
Maine_Coon_136,datasets/oxford_pets/images/Maine_Coon_136.jpg,21,20,Maine_Coon,1,7,trainval
Maine_Coon_138,datasets/oxford_pets/images/Maine_Coon_138.jpg,21,20,Maine_Coon,1,7,trainval
Maine_Coon_139,datasets/oxford_pets/images/Maine_Coon_139.jpg,21,20,Maine_Coon,1,7,trainval
Maine_Coon_140,datasets/oxford_pets/images/Maine_Coon_140.jpg,21,20,Maine_Coon,1,7,trainval
Maine_Coon_144,datasets/oxford_pets/images/Maine_Coon_144.jpg,21,20,Maine_Coon,1,7,trainval
Maine_Coon_167,datasets/oxford_pets/images/Maine_Coon_167.jpg,21,20,Maine_Coon,1,7,trainval
Maine_Coon_191,datasets/oxford_pets/images/Maine_Coon_191.jpg,21,20,Maine_Coon,1,7,trainval
Maine_Coon_193,datasets/oxford_pets/images/Maine_Coon_193.jpg,21,20,Maine_Coon,1,7,trainval
Maine_Coon_197,datasets/oxford_pets/images/Maine_Coon_197.jpg,21,20,Maine_Coon,1,7,trainval
Persian_1,datasets/oxford_pets/images/Persian_1.jpg,24,23,Persian,1,8,trainval
Persian_103,datasets/oxford_pets/images/Persian_103.jpg,24,23,Persian,1,8,trainval
Persian_114,datasets/oxford_pets/images/Persian_114.jpg,24,23,Persian,1,8,trainval
Persian_116,datasets/oxford_pets/images/Persian_116.jpg,24,23,Persian,1,8,trainval
Persian_129,datasets/oxford_pets/images/Persian_129.jpg,24,23,Persian,1,8,trainval
Persian_134,datasets/oxford_pets/images/Persian_134.jpg,24,23,Persian,1,8,trainval
Persian_14,datasets/oxford_pets/images/Persian_14.jpg,24,23,Persian,1,8,trainval
Persian_141,datasets/oxford_pets/images/Persian_141.jpg,24,23,Persian,1,8,trainval
Persian_143,datasets/oxford_pets/images/Persian_143.jpg,24,23,Persian,1,8,trainval
Persian_145,datasets/oxford_pets/images/Persian_145.jpg,24,23,Persian,1,8,trainval
Persian_149,datasets/oxford_pets/images/Persian_149.jpg,24,23,Persian,1,8,trainval
Persian_165,datasets/oxford_pets/images/Persian_165.jpg,24,23,Persian,1,8,trainval
Persian_186,datasets/oxford_pets/images/Persian_186.jpg,24,23,Persian,1,8,trainval
Persian_187,datasets/oxford_pets/images/Persian_187.jpg,24,23,Persian,1,8,trainval
Persian_189,datasets/oxford_pets/images/Persian_189.jpg,24,23,Persian,1,8,trainval
Ragdoll_10,datasets/oxford_pets/images/Ragdoll_10.jpg,27,26,Ragdoll,1,9,trainval
Ragdoll_104,datasets/oxford_pets/images/Ragdoll_104.jpg,27,26,Ragdoll,1,9,trainval
Ragdoll_114,datasets/oxford_pets/images/Ragdoll_114.jpg,27,26,Ragdoll,1,9,trainval
Ragdoll_117,datasets/oxford_pets/images/Ragdoll_117.jpg,27,26,Ragdoll,1,9,trainval
Ragdoll_127,datasets/oxford_pets/images/Ragdoll_127.jpg,27,26,Ragdoll,1,9,trainval
Ragdoll_131,datasets/oxford_pets/images/Ragdoll_131.jpg,27,26,Ragdoll,1,9,trainval
Ragdoll_139,datasets/oxford_pets/images/Ragdoll_139.jpg,27,26,Ragdoll,1,9,trainval
Ragdoll_142,datasets/oxford_pets/images/Ragdoll_142.jpg,27,26,Ragdoll,1,9,trainval
Ragdoll_143,datasets/oxford_pets/images/Ragdoll_143.jpg,27,26,Ragdoll,1,9,trainval
Ragdoll_147,datasets/oxford_pets/images/Ragdoll_147.jpg,27,26,Ragdoll,1,9,trainval
Ragdoll_149,datasets/oxford_pets/images/Ragdoll_149.jpg,27,26,Ragdoll,1,9,trainval
Ragdoll_166,datasets/oxford_pets/images/Ragdoll_166.jpg,27,26,Ragdoll,1,9,trainval
Ragdoll_186,datasets/oxford_pets/images/Ragdoll_186.jpg,27,26,Ragdoll,1,9,trainval
Ragdoll_188,datasets/oxford_pets/images/Ragdoll_188.jpg,27,26,Ragdoll,1,9,trainval
Ragdoll_190,datasets/oxford_pets/images/Ragdoll_190.jpg,27,26,Ragdoll,1,9,trainval
Russian_Blue_1,datasets/oxford_pets/images/Russian_Blue_1.jpg,28,27,Russian_Blue,1,10,trainval
Russian_Blue_104,datasets/oxford_pets/images/Russian_Blue_104.jpg,28,27,Russian_Blue,1,10,trainval
Russian_Blue_111,datasets/oxford_pets/images/Russian_Blue_111.jpg,28,27,Russian_Blue,1,10,trainval
Russian_Blue_113,datasets/oxford_pets/images/Russian_Blue_113.jpg,28,27,Russian_Blue,1,10,trainval
Russian_Blue_122,datasets/oxford_pets/images/Russian_Blue_122.jpg,28,27,Russian_Blue,1,10,trainval
Russian_Blue_129,datasets/oxford_pets/images/Russian_Blue_129.jpg,28,27,Russian_Blue,1,10,trainval
Russian_Blue_136,datasets/oxford_pets/images/Russian_Blue_136.jpg,28,27,Russian_Blue,1,10,trainval
Russian_Blue_14,datasets/oxford_pets/images/Russian_Blue_14.jpg,28,27,Russian_Blue,1,10,trainval
Russian_Blue_140,datasets/oxford_pets/images/Russian_Blue_140.jpg,28,27,Russian_Blue,1,10,trainval
Russian_Blue_143,datasets/oxford_pets/images/Russian_Blue_143.jpg,28,27,Russian_Blue,1,10,trainval
Russian_Blue_145,datasets/oxford_pets/images/Russian_Blue_145.jpg,28,27,Russian_Blue,1,10,trainval
Russian_Blue_161,datasets/oxford_pets/images/Russian_Blue_161.jpg,28,27,Russian_Blue,1,10,trainval
Russian_Blue_182,datasets/oxford_pets/images/Russian_Blue_182.jpg,28,27,Russian_Blue,1,10,trainval
Russian_Blue_183,datasets/oxford_pets/images/Russian_Blue_183.jpg,28,27,Russian_Blue,1,10,trainval
Russian_Blue_187,datasets/oxford_pets/images/Russian_Blue_187.jpg,28,27,Russian_Blue,1,10,trainval
Siamese_101,datasets/oxford_pets/images/Siamese_101.jpg,33,32,Siamese,1,11,trainval
Siamese_109,datasets/oxford_pets/images/Siamese_109.jpg,33,32,Siamese,1,11,trainval
Siamese_115,datasets/oxford_pets/images/Siamese_115.jpg,33,32,Siamese,1,11,trainval
Siamese_117,datasets/oxford_pets/images/Siamese_117.jpg,33,32,Siamese,1,11,trainval
Siamese_128,datasets/oxford_pets/images/Siamese_128.jpg,33,32,Siamese,1,11,trainval
Siamese_136,datasets/oxford_pets/images/Siamese_136.jpg,33,32,Siamese,1,11,trainval
Siamese_142,datasets/oxford_pets/images/Siamese_142.jpg,33,32,Siamese,1,11,trainval
Siamese_144,datasets/oxford_pets/images/Siamese_144.jpg,33,32,Siamese,1,11,trainval
Siamese_146,datasets/oxford_pets/images/Siamese_146.jpg,33,32,Siamese,1,11,trainval
Siamese_148,datasets/oxford_pets/images/Siamese_148.jpg,33,32,Siamese,1,11,trainval
Siamese_150,datasets/oxford_pets/images/Siamese_150.jpg,33,32,Siamese,1,11,trainval
Siamese_168,datasets/oxford_pets/images/Siamese_168.jpg,33,32,Siamese,1,11,trainval
Siamese_19,datasets/oxford_pets/images/Siamese_19.jpg,33,32,Siamese,1,11,trainval
Siamese_191,datasets/oxford_pets/images/Siamese_191.jpg,33,32,Siamese,1,11,trainval
Siamese_195,datasets/oxford_pets/images/Siamese_195.jpg,33,32,Siamese,1,11,trainval
Sphynx_1,datasets/oxford_pets/images/Sphynx_1.jpg,34,33,Sphynx,1,12,trainval
Sphynx_107,datasets/oxford_pets/images/Sphynx_107.jpg,34,33,Sphynx,1,12,trainval
Sphynx_116,datasets/oxford_pets/images/Sphynx_116.jpg,34,33,Sphynx,1,12,trainval
Sphynx_12,datasets/oxford_pets/images/Sphynx_12.jpg,34,33,Sphynx,1,12,trainval
Sphynx_127,datasets/oxford_pets/images/Sphynx_127.jpg,34,33,Sphynx,1,12,trainval
Sphynx_131,datasets/oxford_pets/images/Sphynx_131.jpg,34,33,Sphynx,1,12,trainval
Sphynx_139,datasets/oxford_pets/images/Sphynx_139.jpg,34,33,Sphynx,1,12,trainval
Sphynx_142,datasets/oxford_pets/images/Sphynx_142.jpg,34,33,Sphynx,1,12,trainval
Sphynx_143,datasets/oxford_pets/images/Sphynx_143.jpg,34,33,Sphynx,1,12,trainval
Sphynx_145,datasets/oxford_pets/images/Sphynx_145.jpg,34,33,Sphynx,1,12,trainval
Sphynx_151,datasets/oxford_pets/images/Sphynx_151.jpg,34,33,Sphynx,1,12,trainval
Sphynx_168,datasets/oxford_pets/images/Sphynx_168.jpg,34,33,Sphynx,1,12,trainval
Sphynx_191,datasets/oxford_pets/images/Sphynx_191.jpg,34,33,Sphynx,1,12,trainval
Sphynx_193,datasets/oxford_pets/images/Sphynx_193.jpg,34,33,Sphynx,1,12,trainval
Sphynx_195,datasets/oxford_pets/images/Sphynx_195.jpg,34,33,Sphynx,1,12,trainval
american_bulldog_10,datasets/oxford_pets/images/american_bulldog_10.jpg,2,1,american_bulldog,2,1,trainval
american_bulldog_103,datasets/oxford_pets/images/american_bulldog_103.jpg,2,1,american_bulldog,2,1,trainval
american_bulldog_112,datasets/oxford_pets/images/american_bulldog_112.jpg,2,1,american_bulldog,2,1,trainval
american_bulldog_114,datasets/oxford_pets/images/american_bulldog_114.jpg,2,1,american_bulldog,2,1,trainval
american_bulldog_121,datasets/oxford_pets/images/american_bulldog_121.jpg,2,1,american_bulldog,2,1,trainval
american_bulldog_126,datasets/oxford_pets/images/american_bulldog_126.jpg,2,1,american_bulldog,2,1,trainval
